Depth,north_azimuth_angle,vertical_deflection_angle,vertical_deflection_azimuth,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192,194,196,198,200,202,204,206,208,210,212,214,216,218,220,222,224,226,228,230,232,234,236,238,240,242,244,246,248,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358
108,0,24.21429,302.28571,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
110,0,24.24286,302.35714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
112,0,24.27143,302.42857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
114,0,24.3,302.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116,0,24.32857,302.57143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
118,0,24.35714,302.64286,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
120,0,24.38571,302.71429,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
122,0,24.41429,302.78571,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
124,0,24.44286,302.85714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
126,0,24.47143,302.92857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
128,0,24.5,303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
129.63,0,23.83,302.8,0.7803,0.7788,0.7773,0.7759,0.7763,0.7785,0.7807,0.7831,0.7867,0.7948,0.8029,0.8102,0.8069,0.7973,0.7883,0.7819,0.7999,0.8264,0.8508,0.8731,0.8826,0.8976,0.9146,0.9256,0.9347,0.9337,0.9333,0.9277,0.9237,0.9186,0.9117,0.9033,0.8944,0.8887,0.8847,0.8841,0.8833,0.8796,0.8757,0.8714,0.8699,0.8695,0.8744,0.8812,0.8946,0.9167,0.9478,0.982,1.0026,1.0129,0.9975,0.9729,0.9549,0.945,0.9497,0.939,0.9183,0.8983,0.886,0.8851,0.8846,0.8848,0.8865,0.8884,0.8905,0.8907,0.8904,0.8905,0.8901,0.8929,0.8947,0.8913,0.8842,0.8726,0.8604,0.8526,0.8469,0.8441,0.8385,0.8328,0.829,0.8252,0.8212,0.8166,0.8123,0.8145,0.8174,0.8205,0.8216,0.8209,0.8187,0.8163,0.8161,0.817,0.8186,0.8199,0.8199,0.8247,0.831,0.8373,0.8421,0.8513,0.8635,0.8757,0.8849,0.8871,0.8915,0.8982,0.9111,0.9207,0.9352,0.9447,0.952,0.957,0.9559,0.9547,0.9538,0.9533,0.9533,0.9532,0.9546,0.9611,0.9675,0.9734,0.9706,0.9668,0.962,0.9576,0.952,0.9437,0.9388,0.9342,0.934,0.9258,0.914,0.9039,0.8974,0.9002,0.9055,0.9121,0.9183,0.9258,0.93,0.934,0.9393,0.9453,0.9539,0.9639,0.9703,0.9726,0.9709,0.968,0.9667,0.9628,0.9608,0.958,0.9559,0.9541,0.9495,0.944,0.9417,0.938,0.9355,0.9284,0.9188,0.91,0.8952,0.8819,0.8672,0.8532,0.8444,0.8347,0.8283,0.8229,0.8171,0.8116,0.8029,0.7953,0.788,0.7836
129.94,0,23.83,302.8,0.8664,0.863,0.8622,0.8667,0.8726,0.8774,0.8843,0.8923,0.8989,0.9048,0.9092,0.9133,0.9188,0.9239,0.9268,0.9297,0.9295,0.9284,0.9289,0.9318,0.9397,0.9498,0.9583,0.9635,0.9683,0.9719,0.9731,0.9733,0.972,0.9698,0.9702,0.9752,0.9805,0.9866,0.9878,0.9866,0.9854,0.9838,0.9823,0.9812,0.9801,0.9792,0.975,0.9739,0.9794,0.9803,0.9839,0.9818,0.984,0.9846,0.9798,0.9749,0.9715,0.9752,0.9878,0.9955,1.0017,0.9989,0.9951,0.9979,1.0006,1.0035,1.0027,0.9963,0.9898,0.9814,0.9727,0.9656,0.9581,0.9513,0.9449,0.9386,0.9342,0.9342,0.9344,0.9365,0.9389,0.9413,0.9403,0.9369,0.9326,0.9289,0.9271,0.9248,0.9236,0.9244,0.9267,0.9295,0.9316,0.9335,0.9354,0.9363,0.9356,0.9349,0.9349,0.9321,0.9191,0.9059,0.8921,0.8887,0.8869,0.8789,0.8684,0.8578,0.8527,0.8519,0.8524,0.8528,0.8528,0.8518,0.8524,0.8531,0.855,0.8561,0.8594,0.8626,0.866,0.867,0.869,0.8774,0.8859,0.8944,0.8975,0.8983,0.8991,0.9015,0.9055,0.91,0.9138,0.9154,0.9157,0.9169,0.923,0.9307,0.9382,0.9459,0.9486,0.9513,0.9521,0.9537,0.9595,0.9653,0.9709,0.9723,0.974,0.9731,0.9712,0.9681,0.9623,0.9596,0.9569,0.9562,0.9559,0.9547,0.9567,0.959,0.9596,0.9586,0.9554,0.9573,0.953,0.9465,0.9359,0.9233,0.9185,0.9111,0.9064,0.9029,0.9003,0.8985,0.8963,0.8945,0.8884,0.8825,0.8762,0.8713,0.8719,0.8727,0.8726,0.8698
130.5,0,23.83,302.8,28.9728,28.6918,28.5109,28.5602,28.6191,28.6741,28.7114,28.7716,28.8494,28.9298,28.9823,29.0114,28.9785,28.7405,27.9116,27.0991,26.3151,26.1158,26.0999,26.0803,26.062,26.3372,26.7852,27.1826,27.2054,27.0219,26.8169,26.6214,26.5549,26.3157,26.1449,26.167,26.3195,26.4246,26.422,26.305,26.1537,26.093,25.9341,25.7519,25.2583,23.8997,22.5861,21.1433,20.539,20.253,20.0556,19.9619,19.8917,19.7942,19.693,19.6145,19.5373,19.4785,19.4481,19.4399,19.4317,19.4285,19.426,19.426,19.4279,19.4279,19.4279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8903,2.8874,2.8837,2.8829,2.8682,0,0,2.897,2.897,3.0247,3.0321,2.9929,2.9495,2.8869,2.8703,2.8653,2.863,2.9568,3.0679,3.0405,3.0071,2.9614,2.9083,2.8955,2.8793,2.8704,2.8704,1.4308,0,0,0,0,1.4839,2.9287,2.9125,2.9125,2.8925,2.9103,2.9322,2.9384,2.9824,2.998,3.0251,3.0343,0,1.4308,2.8615,2.8961,2.9185,2.9274,2.9236,2.894,2.8918,2.9122,2.9346,2.9364,2.932,2.9191,1.4441,0,0,0,0,0,0,0,0,0,0,49.1564,47.3123,52.5125,54.6006,61.5283,61.6707,61.7004,61.5201,61.3157,62.5591,64.3512,66.328,67.7935,66.0775,58.9833,51.8323,44.5321,42.1074,39.9255,37.2833,34.0512,31.435,29.8144,28.9728,28.9285,29.1689,29.3335,29.4474,29.2582
131.78,0,23.16,302.6,19.0588,20.9109,20.0872,19.994,19.9547,19.9402,19.93,19.9218,19.7691,19.5144,19.1107,18.7546,18.5506,18.4967,18.4967,18.5062,18.6133,18.8085,19.0169,19.2298,19.3059,19.3781,19.4795,19.7114,19.9871,20.2291,20.4401,20.7214,21.4102,22.3391,23.5253,24.4555,24.9801,25.0942,25.0289,24.9535,24.8851,24.8395,24.8363,24.7723,24.6836,24.4403,24.1488,23.903,23.6451,23.4543,23.2345,22.943,22.7586,22.5856,22.4564,22.367,22.277,22.2447,22.2327,22.2181,22.2035,22.194,22.1953,22.2219,22.2574,22.2853,22.0679,21.741,21.4083,17.2345,12.0444,6.9758,3.2272,3.3894,3.4199,3.4135,3.3673,3.2209,3.0847,2.9459,2.9573,3.0226,3.0897,3.11,3.0536,2.9852,2.9288,2.9016,2.9002,1.4327,0,0,0,1.4504,2.9009,2.9009,2.892,2.8654,2.895,2.8979,2.9142,2.9053,2.8832,2.8832,2.8832,0,2.8654,2.8654,2.8654,1.4327,0,0,0,0,2.8832,2.8832,2.8832,1.4416,0,0,0,0,0,0,0,2.8743,2.878,2.8775,2.8768,2.89,2.8942,2.9112,1.4815,1.4726,2.9807,3.002,3.0101,3.0118,2.9949,2.9781,2.9571,3.0133,3.1127,3.1138,3.18,3.0916,2.8654,2.9732,2.9453,2.9732,2.9453,1.4327,0,0,1.6101,3.3082,5.0466,10.4021,20.9419,34.1654,52.7318,60.8265,61.2238,62.0621,61.8771,60.2795,58.0212,55.5853,54.3919,51.7769,49.0265,46.0948,41.1498,37.1207,32.0174,29.3117,27.4539,26.3349,25.6062,25.3229,25.1348,23.3726,21.5015,20.3406
133.26,0,22.8,302.5,22.4766,22.4462,22.4557,22.4089,22.1305,21.8432,21.5502,21.4692,21.4629,21.6736,21.9596,22.276,22.5348,22.6361,22.7443,22.4418,22.1488,21.6812,21.5622,21.4781,21.4116,21.3534,21.3357,21.3332,21.3332,21.3484,21.4464,21.0086,20.708,20.4865,20.6757,22.052,23.3214,24.9742,25.843,26.3822,26.4258,26.3885,26.2986,26.1866,26.0499,25.9512,25.9107,25.8867,25.8981,25.9266,25.9367,25.8614,25.6753,25.471,25.202,24.9793,24.7755,24.6123,24.5686,24.549,24.5414,24.5319,24.5243,24.5237,24.561,24.6819,24.8306,25.0793,25.2843,25.4621,25.4191,25.0989,23.5112,18.3686,13.4303,8.5541,7.2594,7.2588,7.3385,7.4492,7.5562,7.5568,7.5252,7.529,7.5372,7.5543,7.565,7.5549,7.5524,7.553,7.1392,6.545,5.9185,5.4313,5.3712,5.3547,5.344,5.3307,5.3073,5.2655,5.2149,5.132,5.0491,4.9763,4.9409,4.9523,4.9599,4.9649,4.9333,4.9092,4.8985,4.8991,4.9016,4.8801,4.8624,4.8466,4.8428,4.8554,4.8548,4.8409,4.8181,4.7839,4.7529,4.7283,4.7447,4.8554,4.9706,5.1073,5.1877,5.3376,5.4977,5.6806,5.8496,5.9533,5.8584,5.7186,5.5667,5.8401,6.2425,6.6133,6.7411,6.5918,5.878,5.2054,4.5239,4.3467,4.9826,5.8173,6.6431,7.2499,7.2467,7.2467,12.3388,24.9059,36.806,52.258,58.1113,58.1081,58.315,58.6903,59.0737,59.4123,59.5407,59.823,60.0951,61.6941,63.5393,65.3162,62.0236,55.9279,49.6329,43.0815,40.699,38.2157,36.7054,35.7455,32.1886,28.6235,24.6882,22.8873,22.0969,21.7483,22.0134,22.4089
134.37,0,22.49,302.4,25.4926,25.3161,25.1325,25.0464,25.1342,25.1493,25.1555,25.1547,25.1511,25.0997,24.6818,24.1709,23.9792,24.0671,24.1318,24.1088,24.2516,24.4911,25.953,26.5128,23.2563,18.8341,17.7784,17.9878,18.2761,18.5573,18.7622,19.0851,19.4506,21.1113,23.282,25.1307,26.3895,27.3742,27.517,27.4584,27.5436,27.6359,27.6864,27.6847,27.6847,27.6864,27.6962,27.7201,28.0138,28.3837,28.7004,28.9177,29.0517,28.9745,28.4298,27.8488,27.4079,27.3848,27.3431,27.2065,27.069,27.0335,27.0353,27.0628,27.1054,27.1648,27.2251,27.2793,27.3387,27.4505,27.533,27.4283,26.9138,25.9397,25.0846,24.9418,24.9231,24.9089,24.9009,24.9036,24.9098,24.9258,24.94,24.9462,24.9045,24.8108,24.5705,0,0,9.5541,19.1148,18.8851,17.9461,16.9224,16.4948,16.3109,8.0771,0,0,0,0,1.9872,2.0094,2.0244,2.0404,2.0431,2.0502,2.633,3.4305,4.0249,4.1304,4.1712,4.2573,4.1925,4.1473,4.33,4.6343,4.589,4.644,4.7762,4.9226,5.037,5.2943,5.6598,6.2683,6.7837,7.4659,7.7684,7.6726,7.512,7.8349,8.1259,8.2741,8.2492,8.4719,8.534,8.5393,8.9278,9.4512,9.6003,9.4592,9.8575,10.9407,12.1294,12.7903,13.2675,13.6694,18.5138,24.8122,29.7117,33.1226,44.9006,56.2812,59.0188,58.993,58.9877,59.1101,59.2849,59.4162,59.6019,60.1432,60.8142,61.2896,61.5317,61.5821,61.6348,61.758,61.4331,61.2476,61.1829,61.0927,58.4107,50.4742,43.2341,42.7157,41.1313,38.7619,36.121,34.8231,33.5564,31.681,28.7314,26.2245,25.5716
134.85,0,22.15,302.3,19.2057,19.1918,19.0868,18.9647,18.6793,18.3002,17.9338,17.6061,17.5048,17.4283,17.3859,17.3599,17.3422,17.3308,17.3283,17.3283,17.3289,17.3511,17.3814,17.4131,17.4631,17.5092,17.5548,17.5953,17.6175,17.7282,17.9123,18.2199,20.7428,23.9529,26.9637,28.9962,28.8127,28.6469,28.5684,28.4526,28.2495,28.1052,27.9787,28.0274,28.0552,28.1211,28.2204,28.3261,28.4337,28.5887,28.7595,28.9981,29.3101,29.6511,29.8929,29.8334,29.4834,28.9405,28.5115,28.1964,28.0736,28.0015,27.9761,27.9717,27.9799,27.9901,27.9958,28.0723,28.1356,28.171,28.1464,28.0787,27.3548,25.3615,23.1796,20.5378,19.0887,17.7098,16.3532,15.3812,14.5605,14.0163,13.4442,13.0007,12.564,12.2419,11.8787,11.4402,11.1605,10.9909,10.8796,10.2449,8.3478,6.4665,4.727,4.3081,4.2606,4.2227,4.1828,4.1575,4.1657,4.2518,4.2916,4.329,4.3385,4.315,4.3233,4.2575,4.2201,4.2113,4.2486,4.2714,4.2935,4.5055,4.7086,5.0333,5.3655,5.7761,6.2102,6.6323,6.9829,7.2069,7.4113,7.5625,7.6884,7.8093,8.0187,8.2364,8.449,8.4769,8.4661,8.4668,8.6022,9.0907,9.5748,9.9987,10.069,10.0164,10.2816,10.8435,11.437,12.1647,12.5457,12.9494,13.3335,13.7435,14.339,14.9806,19.3064,24.151,34.7457,45.7277,53.2603,58.9655,58.9345,58.9257,58.9295,58.9402,58.9554,58.9693,59.0636,59.3825,59.5526,59.7073,59.7755,59.8444,60.0897,60.2065,60.3316,60.3235,60.0741,59.4848,55.5227,50.6158,45.9562,42.5777,42.5758,41.7399,38.5114,32.6727,25.9449,21.7015,19.0861,19.1766
