Depth,north_azimuth_angle,vertical_deflection_angle,vertical_deflection_azimuth,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110,112,114,116,118,120,122,124,126,128,130,132,134,136,138,140,142,144,146,148,150,152,154,156,158,160,162,164,166,168,170,172,174,176,178,180,182,184,186,188,190,192,194,196,198,200,202,204,206,208,210,212,214,216,218,220,222,224,226,228,230,232,234,236,238,240,242,244,246,248,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358
136.35,0,21.82,302.2,16.7718,16.547,16.3228,16.2665,16.6596,17.127,17.855,18.5782,19.188,19.7774,20.2492,20.7314,20.8586,20.9756,20.6074,20.086,19.5738,19.1357,19.3736,19.565,19.2574,18.9385,18.9722,19.1243,19.277,19.4304,19.5831,19.7356,19.5342,18.8632,19.2401,20.1507,21.1269,22.106,23.0906,24.0689,25.0442,26.0151,26.9846,27.9563,28.7614,29.0101,29.0774,29.1761,29.3465,29.5182,29.7079,29.9323,30.1483,30.3061,30.4368,30.5493,30.6334,30.7026,30.676,30.6195,30.5598,30.4634,30.3516,30.2654,30.2265,30.1934,30.1704,30.1715,30.1776,30.1675,30.1223,30.0939,30.0702,29.6108,29.0019,28.3583,27.5165,26.9278,26.445,25.9723,25.5509,25.1242,24.6886,24.4047,24.2731,24.0495,23.9521,23.8812,23.4764,23.0832,22.7179,22.3165,21.9465,21.5918,21.2933,21.191,21.0204,20.8495,20.655,20.4612,20.1606,19.8463,19.5116,19.0503,18.5862,18.1562,17.7851,17.4409,17.1258,16.9187,16.7767,16.7351,16.7031,16.7423,16.798,16.6736,16.5797,16.485,16.1741,15.7341,15.2101,14.6098,13.9975,13.5157,13.0405,12.7294,12.5383,12.3647,12.2913,12.5018,12.7311,12.9958,13.4575,13.7237,13.9891,14.2947,14.6242,14.9448,15.3143,15.6921,16.1517,16.6601,17.222,17.844,18.5668,19.4285,20.3526,21.2674,23.0219,26.9534,30.8309,34.6075,38.2555,41.8559,45.3212,48.6954,51.8817,55.0402,58.1629,59.0165,59.1982,59.2977,59.3459,59.4059,59.4273,59.4347,59.4195,59.3797,59.3966,59.3608,56.3469,52.3745,48.5008,44.5907,40.6659,36.7773,32.893,29.0522,25.1857,21.215,18.0294,17.7273,17.3538,16.9971
137.86,0,21.15,302,13.8363,13.842,13.8483,13.8565,13.8648,13.8705,13.8768,13.8825,13.8984,14.103,14.4325,14.8114,15.2056,15.4679,15.7137,15.9216,16.099,16.2916,16.4652,16.5761,16.5368,16.4386,16.3467,16.2536,16.2105,16.1909,16.1915,16.2346,16.2441,16.2961,16.4716,16.6401,17.6552,21.0902,24.4954,27.9082,28.7902,28.6508,28.6945,29.0557,29.4428,30.7836,31.8412,32.8575,33.7592,34.0393,34.4004,34.6951,34.8719,35.0214,35.2039,35.4472,35.6899,35.7849,35.8173,35.9395,35.9649,35.9921,35.9167,35.8565,35.9332,36.0644,36.0023,36.0365,35.9586,35.9801,36.0308,35.9845,35.9674,36.0321,36.0384,35.9972,35.6677,34.5569,33.391,32.2746,32.1345,32.5008,32.6491,30.8267,28.0944,24.9611,22.9968,22.1965,21.8417,21.5521,21.3836,21.3918,21.4285,21.426,21.215,20.5452,19.8685,19.456,19.3534,19.3591,19.155,18.9326,19.0784,19.264,19.4617,19.7171,19.8451,19.7944,19.5999,19.3927,19.2438,19.2729,19.3762,19.3071,19.2659,19.1931,19.105,19.0575,18.9903,18.9561,18.9472,19.0619,18.1609,16.9988,15.8576,15.3621,15.9837,16.4126,16.8809,18.3015,19.7329,21.4767,22.0147,22.149,22.0717,21.848,21.6186,21.3829,21.362,21.3988,21.5933,21.8258,22.2231,22.7985,23.6406,24.887,26.2664,28.0342,30.4015,33.7269,36.7817,39.8928,44.7497,48.9279,53.1023,54.395,54.822,56.0019,57.2159,58.4756,58.8685,59.0693,59.241,59.3944,59.4795,59.5659,59.5569,59.3327,58.0509,53.9329,41.9471,30.6974,20.0212,17.3536,17.3213,17.026,16.4342,15.6865,14.5992,13.8039,13.4738,13.4523,13.7571,13.8337
139.4,0,20.85,301.9,11.5349,11.6147,11.7719,12.0152,12.2294,12.3105,12.4093,12.6685,12.953,13.2463,13.3857,13.4301,13.4624,13.5385,13.6893,13.9883,14.2348,14.4065,14.3609,14.2659,14.1924,14.1924,14.3007,14.4503,14.6182,14.788,14.9039,15.0915,15.3095,15.4768,15.6333,15.7486,16.7485,20.4027,23.9859,27.5229,28.3961,28.4018,28.4182,28.9302,29.6063,30.2824,30.8324,30.9731,31.1156,31.2588,31.397,31.5453,31.6986,31.9875,32.2619,32.5521,32.9158,33.2669,33.6483,33.9689,34.1128,34.2446,34.3193,34.3732,34.4049,34.3808,34.396,34.4011,34.384,34.3573,34.2965,34.287,34.2857,34.2965,34.3371,34.3776,34.4245,34.4524,34.4568,34.4872,34.6064,34.7477,34.325,33.4709,31.5313,29.5949,28.1261,27.201,27.1136,27.9671,28.8973,30.0011,30.3299,29.7286,27.227,24.6829,22.1363,21.5116,21.6212,21.7276,21.7878,21.7549,21.7181,21.7942,21.8391,21.862,21.8176,21.7517,21.8943,22.1648,22.4373,22.4753,22.2295,22.1845,22.3936,22.706,22.7598,22.3644,22.1053,22.097,22.3004,22.5317,22.7617,22.8245,22.7554,22.4335,21.9976,21.7473,21.701,21.7257,21.8043,21.9969,22.2529,22.526,22.7376,23.0792,23.6304,24.1526,24.7729,25.3394,25.9996,27.0097,27.8999,28.8029,29.7026,31.7252,36.9413,41.8014,46.2692,47.4046,47.6663,47.9895,48.2854,48.6871,49.4367,50.1851,50.9853,51.6317,52.4484,53.2398,53.7721,53.9033,53.9679,54.0363,54.0509,54.0724,54.113,54.1535,54.1871,54.1966,52.7114,48.2765,36.4667,25.0745,14.9591,12.1723,11.7826,11.5013,11.3847,11.3613,11.4341,11.5374,11.5881,11.5735
140.86,0,20.15,301.7,8.899,8.9028,8.9072,8.911,8.9135,8.9186,9.1062,9.8564,10.6535,11.4772,11.8954,12.1172,12.5145,12.9669,13.3611,13.6532,13.7273,13.7273,13.7412,13.7672,13.7824,13.7888,13.7907,13.7932,13.7989,13.8078,13.8331,13.9161,14.0283,14.1493,14.3147,14.5054,14.7449,14.9965,15.1891,15.3488,15.4819,15.6346,15.7961,16.0876,17.4259,21.7562,26.0706,30.5999,31.9965,32.3614,32.3709,32.369,32.4007,32.4647,32.7302,33.061,33.5324,33.9436,34.1661,34.3777,34.6635,34.9974,35.4061,35.7147,36.0283,36.2292,36.4351,36.5568,36.5923,36.5758,36.5093,36.4592,36.4586,36.5118,36.5283,36.5378,36.5384,36.5384,36.5676,36.6867,36.8647,37.0681,37.2722,37.4122,37.6162,37.8418,37.902,37.8754,37.4388,36.136,34.678,32.5116,30.8844,29.6,28.7959,28.4975,27.9773,27.4019,26.8221,26.5383,26.3,25.9046,25.5359,25.1728,24.9732,24.8211,24.5962,24.2698,23.5348,22.8359,22.2377,22.5039,23.0602,23.2661,23.6362,23.5817,23.6875,23.8212,23.799,23.8326,24.0233,24.2223,24.4238,24.5734,24.7786,25.0036,25.1969,25.3413,25.4389,25.6341,25.9217,26.2455,26.7246,27.2239,27.746,28.1781,28.5685,29.0602,29.6279,30.3217,31.1227,32.0845,32.9216,34.1185,35.1311,36.3876,38.0801,39.4633,40.7566,41.8306,42.6822,43.8538,44.855,45.6451,46.0684,46.6177,47.5536,48.7164,49.9273,50.6236,51.0684,51.1274,51.1382,51.128,51.0184,42.4471,31.0986,19.6943,11.0616,10.8252,10.5952,10.376,10.1536,9.7778,9.4116,9.1518,9.0136,8.9813,8.9515,8.9192,8.8894,8.8837,8.8869,8.8926
142.3,0,19.81,301.6,10.2436,8.1004,7.5631,7.5631,7.5657,7.5726,7.5872,7.6593,7.8511,8.1301,8.4111,8.6775,9.3583,10.3999,11.4681,12.29,12.3388,11.818,11.2915,10.9093,11.2757,11.7939,12.2255,12.1483,11.9028,11.6585,11.5877,11.7104,11.9502,12.5299,13.0544,13.5487,13.7227,13.8435,14.091,14.3865,14.7136,14.9819,15.1907,15.3742,15.6077,16.7031,19.2678,23.9156,28.2261,31.4343,32.3373,33.4118,34.6717,35.8727,36.7345,36.677,36.6213,36.5827,36.5681,36.5605,36.5555,36.8004,37.13,37.5015,37.8565,38.0261,38.1855,38.2874,38.3083,38.3235,38.3431,38.3785,38.4114,38.4323,38.4488,38.45,38.45,38.5677,38.755,38.9468,39.0739,39.0777,39.1663,39.341,39.5631,39.7542,39.8118,39.839,39.8358,39.8415,39.8681,39.5454,38.986,38.0368,36.8769,35.6367,34.6558,33.7693,33.3441,32.6379,31.9798,31.3843,30.9433,30.9066,30.6174,30.2668,29.9137,29.6416,29.5689,29.4816,29.3987,29.3322,29.3113,29.2917,29.2069,29.1057,29.0487,29.0354,29.1361,29.2373,29.298,29.3474,29.3892,29.524,29.7094,29.9777,30.2055,30.4402,30.6832,30.9344,31.2875,31.695,32.1411,32.8315,33.3751,33.987,34.7685,35.4411,36.034,35.9999,35.6816,35.3165,35.1425,35.0893,35.1741,35.2671,35.3614,35.6715,36.0587,36.6902,37.9223,38.9866,40.1566,40.7464,41.3937,42.5606,43.6781,44.5634,45.4227,46.1542,46.9502,47.5634,47.5495,47.5115,47.4552,39.0929,28.0027,16.9176,8.5743,8.4389,8.2744,8.1073,8.0017,7.958,7.8618,7.7523,8.0093,9.4147,10.9637,12.552,13.1266,13.6955,13.722,12.1249
142.8,0,19.5,301.5,7.2518,7.2714,7.3239,7.3714,7.4094,7.422,7.4499,7.4897,7.6138,7.7466,7.8713,7.9675,8.1206,8.3187,8.5243,9.1128,9.6045,10.0829,10.4391,10.5847,10.7676,10.4176,9.7222,8.9844,8.4598,8.511,8.5977,8.6566,9.009,10.2879,11.594,12.9988,13.5208,13.767,13.9884,14.2605,15.8855,21.387,26.9175,32.3196,33.8655,34.1319,34.3198,34.5128,34.5761,34.728,34.8128,34.8811,34.8191,34.7153,34.6716,34.6761,34.6691,34.6463,34.7539,34.9659,35.3538,35.7607,36.1903,36.6877,37.2224,37.7685,38.164,38.4019,38.5468,38.6905,38.8259,38.9714,39.0543,39.1575,39.2688,39.3562,39.4441,39.5688,39.7744,40.0105,40.163,40.2636,40.2882,40.3212,40.361,40.4091,40.4382,40.4578,40.4705,40.542,40.7445,41.0311,41.576,42.5024,43.3965,43.7692,43.3243,42.5517,41.6354,40.9198,40.1395,39.1935,38.3064,37.4799,36.6852,36.1954,35.7955,35.6885,35.6189,35.4734,35.2905,34.9804,34.7368,34.5305,34.4356,34.5337,34.5951,34.6432,34.6691,34.6754,34.7077,34.7223,34.7887,34.921,35.0602,35.176,35.2007,35.4285,35.9201,36.4669,36.9573,37.1851,37.5059,37.8818,38.2551,38.3899,38.1064,37.1515,36.0777,35.0627,34.5615,34.4546,34.3698,34.2015,34.0838,34.0939,34.2736,34.5267,34.8944,35.2019,35.4848,35.7752,36.7073,38.0659,40.6205,42.5277,44.1406,44.5406,44.5741,44.7076,45.2335,46.2788,47.2305,48.0671,39.6877,28.316,16.91,8.2908,8.2003,8.1016,6.8392,5.2244,3.6266,2.4262,2.4205,2.4186,2.4186,2.4192,2.4224,2.4338,3.4855,4.8763,6.2482,7.2657
143.9,0,19.14,301.4,6.0489,6.0274,5.9957,5.9558,5.9311,5.9235,5.9121,5.888,5.869,5.8671,5.8943,5.9298,5.9615,6.0103,6.0603,6.1078,6.1883,6.3949,6.6401,6.4361,6.4975,6.5451,6.7288,7.1172,7.4512,9.0511,10.6745,12.1895,12.4119,12.2282,12.0913,12.104,12.1661,12.3137,12.5684,12.7978,12.9683,13.0297,13.4695,18.332,24.7128,30.9225,35.3212,35.3706,35.403,35.4739,35.5468,35.5785,35.8066,36.7064,37.8729,39.1294,39.7757,39.9455,39.9994,40.0368,40.1084,40.1654,40.2079,40.2199,40.1508,40.1299,40.0488,40.2902,40.9137,41.683,42.4136,42.667,42.731,42.6144,42.4839,42.4066,42.47,42.6315,42.7823,42.8159,42.6898,42.5479,42.6277,43.2107,43.8792,44.5426,44.727,44.7637,44.7777,44.9012,45.0742,45.3524,45.4956,45.3378,44.7219,43.4559,42.4174,41.536,41.3269,41.4517,41.6798,41.7172,41.6266,41.4485,41.2325,41.183,40.5652,39.8245,39.1757,38.6352,38.4825,38.2309,37.8982,37.9445,38.0123,38.1377,37.864,36.9953,37.0745,37.3755,38.4793,38.9412,38.8189,38.587,38.3044,37.954,37.5472,37.2367,37.8799,38.4989,39.3493,39.5032,39.464,39.4861,39.6471,40.1869,40.7243,41.2572,41.4434,38.9697,35.2819,33.4735,31.0574,33.7168,32.8703,32.2778,32.3792,26.9977,19.7869,12.5742,7.1648,7.1603,7.1432,7.116,7.1052,7.1654,7.313,7.384,7.4138,7.3568,7.3834,7.339,6.5831,5.5122,4.7151,4.909,5.7999,6.6731,6.8011,6.7041,6.6091,6.552,6.5292,6.4887,6.4354,6.3708,6.3068,6.2777,6.2219,6.144,6.0755,6.0229,6.028,6.0432
145.4,0,18.8,301.3,4.0891,3.9636,3.8242,3.6886,3.586,3.6303,3.7513,4.0568,4.392,4.7246,4.8951,4.9407,4.8247,4.7189,4.7246,4.8501,5.0389,5.1625,5.2581,5.3475,5.4273,5.4901,5.549,5.5718,5.5281,5.4438,5.3608,5.286,5.2341,5.1979,5.2391,5.3183,5.3994,5.4603,5.4577,5.4216,5.2955,5.3228,5.4134,6.1148,7.7807,8.3015,8.5315,7.3789,6.7187,8.8344,17.6401,26.4889,35.747,38.4337,38.8259,39.0242,38.8252,38.7809,38.7017,38.7112,38.7251,38.7492,39.4044,40.4854,41.7818,42.7836,42.7532,42.4167,41.9909,41.9174,42.0302,42.1595,42.7849,43.5947,44.3316,44.8987,44.9139,44.86,44.8094,44.7295,44.6902,44.6655,44.6845,44.701,44.7099,44.7149,44.7162,44.7181,44.6782,44.637,44.592,44.566,44.5705,44.6028,44.746,45.0083,45.4493,45.9442,46.4004,46.5259,46.2781,46.1913,46.1368,46.3225,46.4441,46.4277,46.4416,46.4917,46.5626,46.5899,46.7369,46.7318,46.6843,46.6298,46.5329,46.5873,46.5861,46.5557,46.4974,46.505,46.2737,46.024,45.7281,45.5399,45.5209,45.5064,45.4861,45.455,44.9342,44.2841,43.6067,43.0897,41.8319,40.1641,38.4628,37.1277,36.0398,33.727,27.8468,19.6709,13.4891,9.5796,8.605,8.1152,7.5437,7.9391,8.3877,8.2597,7.6793,7.116,7.0146,6.9924,7.0577,7.4822,7.8776,8.074,7.9809,6.8473,6.2789,5.5483,5.2632,5.1549,5.0814,5.0433,4.6536,4.2589,3.7786,3.6468,3.6481,3.7228,3.918,4.0409,4.2145,4.2196,4.1949,4.1664,4.1106,4.0631,4.032,4.0492,4.1106,4.1898,4.1974,4.1467
146.9,0,18.15,301.1,4.7848,4.8051,5.0465,5.3798,5.9038,6.1573,6.4107,6.533,6.6667,6.8847,7.0006,7.0862,7.1534,7.2395,6.405,5.7099,4.9489,4.0897,4.596,6.1959,8.7083,11.3709,12.5551,12.9144,13.1235,13.152,13.2642,13.4049,13.5531,13.6659,13.5221,12.9873,12.7839,12.6369,12.7744,12.6337,12.1306,11.7479,11.6566,11.6661,11.6826,11.7054,11.739,11.8093,11.9538,12.2225,12.6578,18.2693,25.285,32.2493,37.1113,37.1163,38.0269,39.246,40.7433,42.3698,42.9712,43.4198,43.0789,42.3153,43.0035,43.748,45.2649,46.1007,46.4866,46.901,47.1931,47.0638,46.8674,46.6304,46.4353,46.1983,45.5786,44.9557,44.2416,43.9679,43.8602,44.3424,45.0096,45.6762,46.5791,47.1462,47.6709,48.0574,48.1886,48.3394,48.2868,48.7677,49.5838,50.3645,51.4607,51.3808,51.3498,51.2953,51.2136,51.1204,51.0583,51.1001,51.3973,51.628,51.6204,51.3447,50.3772,50.2143,50.424,50.8809,51.6748,51.6729,51.6153,51.6223,51.6932,51.8181,52.0348,52.3845,52.6209,52.8426,52.7679,52.7565,52.785,52.7983,52.7153,52.2806,52.0417,52.33,52.3516,51.4835,49.9336,48.4167,47.8388,39.4209,27.5908,15.5244,6.0996,4.6587,4.1752,3.522,3.3059,3.2273,3.1532,3.0974,3.0867,3.0822,3.0854,3.0905,3.0987,3.1316,3.1608,3.1589,3.1443,3.1044,3.1076,3.1285,3.1468,3.1532,3.1348,3.1253,3.1348,3.1849,3.2451,3.2831,3.3097,3.285,3.2945,3.2964,3.2843,3.2508,3.24,3.8166,4.2456,4.9362,5.2581,5.1929,5.1428,5.0718,5.0902,4.871,4.6708,4.5637,4.5592,4.7867
148,0,17.8,301,3.3401,3.3788,3.413,3.4231,3.5346,3.6563,3.7837,3.8565,3.8141,3.7406,3.6531,3.5334,3.4643,3.4947,3.5841,3.8008,4.3425,4.7259,4.7874,4.4515,3.9662,3.8,3.6904,3.5662,3.4805,3.4428,3.4206,3.4846,3.4998,5.3475,7.6647,9.9598,11.6503,11.5318,11.4438,11.3589,11.312,11.2999,11.2961,11.2974,11.3031,11.317,11.3436,11.3734,11.426,11.4754,11.5673,11.6586,11.7346,11.8081,12.0001,12.5431,13.6216,15.2184,17.2663,19.005,24.3035,30.1077,35.6951,39.9025,39.9545,40.3758,41.9897,43.7303,45.5267,46.1819,46.467,46.5488,46.9689,47.2217,47.823,47.8528,47.8573,47.9466,48.0049,48.5327,48.5486,48.6335,48.7177,48.7963,48.6392,48.2374,48.1405,48.131,48.4047,48.6309,48.5992,48.5904,48.5878,48.5872,48.4282,47.939,48.0746,49.3222,51.1078,52.7749,53.2736,53.3509,53.4016,53.4105,53.4073,53.4232,53.4181,53.3072,53.2147,53.0785,53.0607,53.1013,53.1082,53.152,53.2115,53.2109,53.2546,53.9022,54.7209,55.5991,56.1485,56.1041,56.1092,56.0325,55.8766,55.7055,55.7461,55.8652,56.208,55.7246,53.5303,49.7531,41.3833,31.4181,21.0707,14.3813,9.5194,7.8168,6.3531,6.2428,6.4817,6.7276,6.8682,6.7098,6.6224,6.552,6.6667,6.7244,6.9221,7.1641,7.4822,7.6343,7.813,7.5126,7.5545,7.5196,7.5,7.4854,7.0146,7.007,6.9994,7.1654,6.8074,5.9552,5.0509,4.4135,4.2386,4.2038,4.1417,4.1081,4.0789,4.058,4.0308,3.9966,3.88,3.778,3.6341,3.5239,3.4478,3.3826,3.3388,3.3186,3.3008,3.2945
148.3,0,17.8,301,0,1.5419,3.1015,3.1347,3.1493,3.1631,3.1709,1.5906,0,0,0,0,0,3.2188,3.2288,3.2321,3.2347,3.1864,3.1015,3.1015,1.5507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5817,3.1184,3.1074,3.1074,3.0977,3.1037,1.5552,37.8708,37.8667,37.8658,38.0508,38.2976,38.235,37.9875,37.6737,37.4237,37.823,38.1736,38.6545,39.155,39.4303,39.6999,39.9163,40.7882,41.7127,42.6879,43.47,43.8262,44.3198,44.6451,44.9526,45.293,45.5474,45.7183,45.7524,45.7012,45.6803,45.6588,45.562,45.4614,45.362,45.338,45.3601,45.4044,45.4841,45.5765,45.6759,45.8524,46.0391,46.2239,46.589,47.1313,48.1855,49.2473,50.1604,50.747,51.0349,51.3045,51.4722,51.5222,51.5279,51.4931,51.4703,51.4646,51.4703,51.4874,51.5102,51.55,51.5956,51.6418,51.6785,51.7329,51.8107,52.2632,52.8542,53.506,54.0179,54.2723,54.6171,54.9791,55.2993,55.565,54.7443,50.9286,47.0769,39.76,34.8211,31.9425,28.6938,28.7672,27.3055,25.3882,19.6963,13.407,7.1722,4.7233,4.2291,3.8621,3.7766,3.795,3.7578,3.7544,3.7437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5419,3.0837,3.086,3.086,3.0874,1.5463,0,0,0
148.5,0,17.8,301,3.4361,3.4461,3.4613,3.5441,3.4474,3.3766,3.242,3.4025,3.4297,3.4063,3.309,3.175,3.1906,3.1778,3.163,3.1238,3.1216,1.5663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2388,3.2344,9.917,19.9398,19.9567,20.1459,26.0271,34.4026,42.0925,45.5107,46.238,46.5514,46.6456,46.5957,46.6298,46.7208,46.8516,46.8352,46.791,46.705,46.5856,46.5078,46.9331,47.5632,48.2292,48.7487,48.7796,48.5237,47.6321,46.6014,45.6585,45.196,45.2377,45.2958,45.4765,45.6819,45.9852,46.4522,46.8421,47.2327,47.5215,47.9967,49.095,50.1497,51.1728,51.435,51.4837,52.0082,52.7482,53.4484,53.9413,53.9078,53.8642,53.9248,53.9836,54.0127,54.0323,54.0512,53.9956,53.9495,53.9014,53.9141,53.9969,54.3419,55.4484,56.5834,57.7259,58.0589,58.112,58.0792,55.2816,48.5869,38.979,32.3178,28.4302,31.4805,26.3075,19.0498,11.6638,5.9416,5.4184,5.244,5.0291,4.8098,4.5861,4.298,4.0288,3.7463,3.4992,3.3001,3.2256,3.2363,3.2622,3.3121,3.3058,3.4783,4.2329,5.0443,5.8614,6.1211,6.0263,5.8683,5.6275,5.3931,5.2775,5.1959,5.1978,4.9299,4.4951,4.0048,3.5903,3.3409,3.1592,3.0884,1.5442,0,0,0,0,0,0,0,1.5663,3.3561
